"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
"2377",2526,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,11,15.2,0.52,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2378",2527,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,8,11.66,0.47,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2379",2528,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2380",2529,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.83,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2381",2530,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.42,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2382",2531,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.78,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2383",2532,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,11,13.67,0.65,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2384",2533,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.42,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2385",2534,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2386",2535,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,10,14.14,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2387",2536,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,12,15.87,0.57,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2388",2537,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,11,15.2,0.52,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2389",2538,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.42,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2390",2539,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,11,14.07,0.61,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2391",2540,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,11,14.46,0.58,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2392",2541,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,23,11,15.91,0.48,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2393",2542,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.42,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2394",2543,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,12,15.49,0.6,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2395",2544,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.42,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2396",2545,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.83,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2397",2546,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2398",2547,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,10,14.14,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2399",2548,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,12,15.87,0.57,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2400",2549,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,9,13.08,0.47,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2401",2550,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,8,11.66,0.47,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2402",2551,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.83,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2403",2552,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,11,13.67,0.65,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2404",2553,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.78,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2405",2554,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,9,13.08,0.47,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2406",2555,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.78,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2407",2556,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10.5,14.12,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2408",2557,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,16,9,12,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2409",2558,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.42,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2410",2559,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,22,12,16.25,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2411",2560,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.78,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2412",2561,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.83,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2413",2562,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.78,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2414",2563,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,11,15.2,0.52,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2415",2564,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.78,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2416",2565,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,9,12.37,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2417",2566,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2418",2567,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,23,12,16.61,0.52,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2419",2568,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.83,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2420",2569,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9.5,13.08,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2421",2570,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,22,12,16.25,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2422",2571,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.42,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2423",2572,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,11,14.46,0.58,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2424",2573,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.83,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2425",2574,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2426",2575,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,16,8,11.31,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2427",2576,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10.5,14.12,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2428",2577,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2429",2578,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,16,8,11.31,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2430",2579,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.78,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2431",2580,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2432",2581,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,10,13.04,0.59,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2433",2582,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,16,9,12,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2434",2583,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,16,9,12,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2435",2584,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.42,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2436",2585,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,11,14.46,0.58,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
