"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Data_Type"
2160,"MCZ","323187","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,35.44,19.51,26.2951402354123,0.550507900677201,4.07,1.06,NA,"subtidal",0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,"Museum/Field"
1993,"LACM-M-IP","10130.21",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,31.74,-116.74,"Pleistocene","2nd Terrace",NA,NA,NA,NA,13.26,4.542,8.56,5.51,6.86772160181235,0.643691588785047,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
787,"LACM-M","67-38.5","McLean","Northern California","Santa Barbara","Off Shore","SMI","San Miguel Island","National Park","Medium",34.03,-120.3,"Anthropocene",NA,1960,1967,"Summer",8,15.64654819,1.860891252,10.24,5.88,7.75958761790857,0.57421875,1.59,0.16,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,298.9714286,301.2653204,35,2.773782733,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1484,"LACM-M","40-139.2","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Long Beach: South of ","Los Angeles",NA,33.68,-118.2,"Holocene",NA,1940,1940,"Spring",6,16.74628806,1.192287243,25.07,15.09,19.45009768613,0.60191463901077,3.62,0.7,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
267,"CAS","217546","McClure","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.89,"Holocene",NA,1930,1936,NA,NA,16.72717158,2.062172763,15.66,8.57,11.5847399625542,0.547254150702427,2.13,0.4,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,"Museum/Field"
1437,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,17.66,10.77,13.7912363477681,0.609852774631937,2.65,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
1190,"LACM-M","38-163.1","Velero III","Southern California Bight","Santa Barbara","Off Shore","SBI","East of Santa Barbara Island","SBI","Small",33.48,-119.02,"Holocene",NA,1930,1938,"Summer",8,15.79086423,1.552152336,26.56,15.39,20.2177743582225,0.579442771084337,3.03,0.85,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
511,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,16.49,9.44,12.4766021015339,0.572468162522741,2.28,0.34,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA,"Museum/Field"
960,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large",33.95,-119.83,"Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,7.09,4.26,5.49576200358058,0.600846262341326,0.91,0.25,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA,"Museum/Field"
2338,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18.5,11.5,14.5859521458148,0.621621621621622,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1,"ANSP","412316","Naide","Southern California Bight","San Diego","Coastal","SD","San Diego Bay","San Diego",NA,32.72,-117.17,"Anthropocene",NA,1950,1951,"Fall",11,16.16825136,1.629219142,22.3,12.47,16.675760852207,0.559192825112108,3.14,0.32,NA,NA,0,0,0,0,0,0,0,0,0,0,127.9607438,231.2757322,484,2.951433474,NA,NA,NA,NA,NA,NA,13.57859993,13.57859993,"no",NA,"Museum/Field"
2284,"PR","pilot_winter","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Minor Outlet",NA,NA,32.25,-116.95,"Anthropocene",NA,2010,2016,"Fall",12,17.97017272,1.879419419,20,11,14.8323969741913,0.55,2,0.3,"rocky reef or intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.3333333,168.2613513,36,0.61263272,NA,NA,NA,NA,0,NA,1258.630005,NA,"no",NA,"Museum/Field"
2533,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.4164078649987,0.555555555555556,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2599,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,22,13,16.9115345252878,0.590909090909091,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2835,"SBNHM","25842","Phillips","Southern California Bight","Orange","Off Shore","SLA","Doheny Beach","Los Angeles",NA,33.45,-117.68,"Anthropocene",NA,1960,1965,"Winter",1,16.5985,2.049891,24.6,14.05,18.5911269158166,0.571138211382114,3.13,0.47,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,178.4125,197.1292,240,3.462431,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2151,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,40.8,22.69,30.426172943701,0.556127450980392,3.94,1.41,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.288750172,7.288750172,"no",NA,"Museum/Field"
501,"LACM-M","52-19.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Howland's Landing","CAT","Large",33.46,-118.52,"Anthropocene",NA,1950,1952,"Summer",8,15.7592895,1.243829511,18.7,11.25,14.5043097043603,0.601604278074866,2.88,0.19,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,347.0656064,1220.348192,503,3.556043124,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2452,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10.5,14.1244468918255,0.552631578947368,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2387,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,23,13,17.2916164657906,0.565217391304348,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
432,"LACM-M","48-43.5","VeleroIV","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of","National Park","Large",33.93,-119.52,"Anthropocene",NA,1940,1948,"Fall",12,15.26946648,1.553326958,12.68,8.22,10.2092898871567,0.648264984227129,1.65,0.42,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151989,0.778151989,"no",NA,"Museum/Field"
2095,"MCZ","323207","Burch","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1930,1936,"Fall",10,16.5317862,2.010315443,13.15,6.45,9.20964168684103,0.490494296577947,1.84,0.4,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374464005,0.374464005,"no",NA,"Museum/Field"
1633,"LACM-M","41-155.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: East of Empire Landing","CAT","Large",33.42,-118.38,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,18.7,11.35,14.5686306837671,0.606951871657754,2.87,0.29,NA,"subtidal",0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
687,"LACM-M","64-26.6","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: West End","CAT","Large",33.48,-118.6,"Anthropocene",NA,1960,1964,"Fall",10,16.02046378,1.424164519,23.86,14.03,18.2963329659252,0.588013411567477,3.53,0.5,"rocky reef or intertidal","subtidal",1,0,0,0,0,0,0,0,0,0,551.8409091,1564.400873,44,2.083621129,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1811,"LACM-M-IP","6153.25",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.4,"Pleistocene","4th Terrace",NA,NA,NA,NA,13.21,5.911,14.26,7.89,10.6071391053384,0.553295932678822,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2601,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.4164078649987,0.555555555555556,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2496,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,11,15.1986841535707,0.523809523809524,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2867,"SBNHM","97997","Meistrell","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1970,1974,"Summer",8,15.4412,2.016344,20.31,11.88,15.5332804004821,0.58493353028065,2.26,0.49,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,122.8135,104.1188,193,3.032556,NA,NA,NA,NA,NA,NA,1921.060059,1921.060059,"no",NA,"Museum/Field"
2066,"MCZ","198523","Fitch","Southern California Bight","Los Angeles","Coastal","LA","Long Beach: South of ","Los Angeles",NA,33.68,-118.2,"Anthropocene",NA,1950,1953,"Winter",2,15.96459651,1.796097427,21.71,10.87,15.3618911596196,0.500690925840626,2.54,0.66,NA,NA,0,0,0,0,0,0,0,0,0,0,361.4195652,862.7487662,460,3.710002938,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
818,"LACM-M","69-33.5","McLean","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: Southwest of","National Park","Small",34.01,-119.43,"Anthropocene",NA,1960,1969,"Summer",8,15.41581074,1.473795103,12.09,7.38,9.44585623434954,0.610421836228288,1.69,0.62,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,269.826087,173.5615301,23,0.430116263,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2398,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.7840487520902,0.526315789473684,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
711,"LACM-M","65-6.7","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.45,-118.5,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,37.89,21.07,28.2549517784051,0.556083399313803,4.84,0.98,NA,"deep",1,0,0,1,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
291,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,9.65,5.89,7.53913124968653,0.610362694300518,1.4,0.42,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,"Museum/Field"
1017,"LACM-M","1986-244.7","Veal","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Pebbly Beach","CAT","Large",33.34,-118.31,"Anthropocene",NA,1980,1986,"Fall",12,16.60578513,1.355886189,23.09,12.2,16.7838612958997,0.528367258553486,2.62,0.53,NA,NA,0,0,0,0,0,0,0,0,0,0,164.6137667,720.8944423,523,1.998457306,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1534,"LACM-M","41-61.3","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120.05,"Holocene",NA,1940,1941,"Spring",4,16.56658975,1.364931749,22.28,12.8,16.8873917465072,0.574506283662478,3.12,0.46,NA,"subtidal",0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31900024,10.31900024,"no",NA,"Museum/Field"
1645,"LACM-M","41-162.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: White Cove","CAT","Large",33.39,-118.35,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,17.45,10.42,13.4843983922161,0.597134670487106,2.44,0.35,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2966,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,20.16,11.28,15.0799469495088,0.55952380952381,3.12,0.31,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,"Museum/Field"
8,"ANSP","A469302","Stahl","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1970,1973,"Winter",2,15.24884295,1.25306423,12.85,7.43,9.77115653338948,0.578210116731517,1.64,0.37,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA,"Museum/Field"
1089,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,23.64,13.33,17.7516534441161,0.563874788494078,3.15,0.52,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1534,"LACM-M","41-61.3","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120.05,"Holocene",NA,1940,1941,"Spring",4,16.56658975,1.364931749,22.28,12.8,16.8873917465072,0.574506283662478,3.12,0.46,NA,"subtidal",0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31900024,10.31900024,"no",NA,"Museum/Field"
2630,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.8323969741913,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2925,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,16.68,9.1,12.320227270631,0.545563549160671,2.11,0.4,"rocky reef or intertidal",NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,"Museum/Field"
307,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,14.19,8.6,11.046900017652,0.606060606060606,2,0.57,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,"Museum/Field"
633,"LACM-M","61-10.3","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.41,"Anthropocene",NA,1960,1961,"Fall",11,16.47469139,1.706518687,24.45,14.69,18.9517941103211,0.60081799591002,3.53,0.49,NA,NA,0,0,0,0,0,0,0,0,0,0,207.375,211.0869405,8,0.946414286,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2561,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.8323969741913,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2121,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,24.16,11.96,16.9986352393361,0.495033112582781,2.83,1.01,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,"Museum/Field"
2376,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,12.5,15.8113883008419,0.625,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1570,"LACM-M","41-77.1","Velero III","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: East of San Pedro Point","National Park","Large",34.04,-119.51,"Holocene",NA,1940,1941,"Spring",4,16.64611991,1.507044163,19.14,11.8,15.0283731654494,0.616509926854754,2,0.41,NA,"deep",1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816217005,0.816217005,"no",NA,"Museum/Field"
2449,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17.5,9,12.5499003980111,0.514285714285714,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
566,"LACM-M","105150","Rogers","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1950,1957,"Summer",8,16.84203339,1.877503874,14.63,8.72,11.2948483832232,0.596035543403964,1.9,0.44,NA,NA,0,0,0,0,0,0,0,0,0,0,186.6518771,446.1553962,586,4.030890572,NA,NA,NA,NA,NA,NA,0.289864987,0.289864987,"no",NA,"Museum/Field"
1316,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,14.7,8.46,11.1517711597755,0.575510204081633,2.29,0.21,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2642,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,10,14.4913767461894,0.476190476190476,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1023,"LACM-M","54892",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Lover's Cove","CAT","Large",33.34,-118.31,"Holocene",NA,1910,1916,"Spring",6,14.95431598,1.44087176,14.87,9.25,11.7280646314727,0.622057834566241,2.33,0.23,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1601,"LACM-M","41-91.2","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Star Bay","CAT","Large",33.46,-118.59,"Holocene",NA,1940,1941,"Spring",5,17.33746147,1.693154134,14.65,8.53,11.1787521664987,0.582252559726962,2.79,0.44,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
138,"CAS","217509","Smith","Southern California Bight","Los Angeles","Coastal","LA","Long Beach: South of ","Los Angeles",NA,33.71,-118.22,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,12.19,6.6,8.96961537636927,0.541427399507793,1.52,0.25,"algae forest","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1598,"LACM-M","41-91.2","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Star Bay","CAT","Large",33.46,-118.59,"Holocene",NA,1940,1941,"Spring",5,17.33746147,1.693154134,13.67,7.78,10.3127396941841,0.569129480614484,1.87,0.31,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
654,"LACM-M","62-21.4","McLean","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Bluff Cove","Los Angeles",NA,33.8,-118.41,"Anthropocene",NA,1960,1962,"Fall",12,16.02088594,1.811912027,18.19,11.03,14.1645931815919,0.606377130291369,2.41,0.61,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,1,0,0,0,260.2912621,571.3580593,103,4.682842395,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
218,"CAS","185181","Smith","Northern California","Monterey","Coastal","MO","Pacific Grove: Monterey Aquarium Bay",NA,NA,36.62,-121.9,"Holocene",NA,1910,1913,NA,NA,12.95645444,1.760573839,23.11,13.72,17.8064370383297,0.593682388576374,3.3,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78399992,2.78399992,"no",NA,"Museum/Field"
1658,"LACM-M","41-187.5","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Willow Cove","CAT","Large",33.39,-118.35,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,18.86,11.08,14.4557531799626,0.587486744432662,2.61,0.46,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2312,"PR","1 atm Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,19.5,11.5,14.9749791318719,0.58974358974359,3,0.3,"sand","intertidal",1,NA,0,0,0,1,0,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
129,"CAS","217539","KofoidRaymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,22.87,12.86,17.1495830853114,0.562308701355487,2.56,0.57,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035579201,0.035579201,"no",NA,"Museum/Field"
